,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
6863,San Francisco Zombie Walk,San Francisco,US,0,1442892068000,28,,,socializing,,0,,
6864,"Off Track On Purpose - High Performers, Monthly Round Table",San Francisco,US,0,1442935802000,34,,,career/business,,0,,
6865,Bay Area Chapter of the FAIR Institute,San Francisco,US,0,1442938468000,18,,,tech,,0,,
6866,Microsoft PFE Days Technology Event - NorCal,San Francisco,US,0,1442946495000,68,,,tech,,0,,
6867,Glen Park/Noe Valley Tennis Meetup,San Francisco,US,0,1442949060000,81,,,sports/recreation,,0,,
6868,San Francisco Spiritual Explorers,San Francisco,US,0,1442950224000,33,,,new age/spirituality,,0,,
6869,San Francisco Social Compass,San Francisco,US,0,1442955541000,77,,,socializing,,0,,
6870,BAYCC Turkish Cooking Classes,Albany,US,0,1442962153000,77,,,food/drink,,0,,
6871,Redwood City Knit & Finish & Knit Meetup,Redwood City,US,5,1442975348000,33,,,hobbies/crafts,,0,,
6872,San Francisco T4T Forex Meet Up,San Francisco,US,5,1442975885000,42,,,career/business,,0,,
6873,1 Million Cups - SF (A Kauffman Foundation Organization),San Francisco,US,0,1442977719000,68,,,career/business,,0,,
6874,"SRI Organon Toastmasters, Menlo Park",Menlo Park,US,0,1442980025000,29,,,career/business,,0,,
6875,New Parents of The Avenues,San Francisco,US,5,1443010896000,34,,,parents/family,,0,,
6876,Incubation Station,San Mateo,US,5,1443019327000,119,,,career/business,,0,,
6877,Big Data Career Updates,San Francisco,US,0,1443019470000,285,,,tech,,0,,
6878,The Center SF - Tea|Movement|Community,San Francisco,US,0,1443021129000,23,,,health/wellbeing,,0,,
6879,East Bay Women's Leadership Collective,El Cerrito,US,5,1443028771000,27,,,career/business,,0,,
6880,Life Sciences Sales and Marketing Professionals Meetup,Walnut Creek,US,0,1443029115000,12,,,career/business,,0,,
6881,"Urban Renegades ""Boot Camp""",Alameda,US,0,1443029120000,60,,,fitness,,0,,
6882,Walnut Creek Golf Meetup,Walnut Creek,US,0,1443040583000,16,,,sports/recreation,,0,,
6883,East Bay Adult Autism/Asperger's Social Support Group,Oakland,US,5,1443044061000,57,,,support,,0,,
6884,Paper Trebuchet Writers Community,Oakland,US,0,1443045125000,50,,,writing,,0,,
6885,SF Chinese Afternoon Tea/ Happy Hour Meetup,San Francisco,US,0,1443048691000,31,,,food/drink,,0,,
6886,Silicon Valley AR Meetup,Palo Alto,US,4.8,1443050738000,236,,,tech,,0,,
6887,Kiwanis Club of Daly City !,San Francisco,US,0,1443057049000,4,,,community/environment,,0,,
6888,East Bay Warrior Adult Tackle Football,Lafayette,US,0,1443067757000,28,,,sports/recreation,,0,,
6889,"Geary & Arguello - History, Art, and Science Geeks Collide",San Francisco,US,0,1443093597000,34,,,hobbies/crafts,,0,,
6890,Grocer Entreprenuer Meetup,Emeryville,US,0,1443107979000,9,,,career/business,,0,,
6891,San Francisco and Childfree (30s to 40s),San Francisco,US,4,1443112336000,152,,,socializing,,0,,
6892,Silicon Valley Small Business Leader Mastermind,Menlo Park,US,5,1443118321000,122,,,career/business,,0,,
6893,Sacred Water Circle,San Rafael,US,0,1443127735000,30,,,new age/spirituality,,0,,
6894,X-AME! Photography of the Weird and Wonderful,Albany,US,5,1443130087000,47,,,photography,,0,,
6895,Not-so-serious Book Club!,San Francisco,US,5,1443132622000,41,,,book clubs,,0,,
6896,Build an Electron Microscope in the North Bay,San Rafael,US,0,1443137669000,24,,,tech,,0,,
6897,San Francisco NF Meetup,San Francisco,US,4.95,1443138974000,52,,,education/learning,,0,,
6898,Concord Creative Sewing,Concord,US,0,1443140692000,45,,,hobbies/crafts,,0,,
6899,SF Growth Hackers Community,San Francisco,US,0,1443142990000,67,,,career/business,,0,,
6900,StartupBlink San Francisco,San Francisco,US,0,1443170613000,82,,,career/business,,0,,
6901,Lack of Variety Hour Comedy Show @ Octopus Literary Salon,Oakland,US,0,1443201406000,50,,,socializing,,0,,
6902,San Francisco Business of Film,San Francisco,US,5,1443221718000,56,,,movies/film,,0,,
6903,Nomad Pass: Work & Travel around the World,San Francisco,US,5,1443226504000,337,,,career/business,,0,,
6904,"Big Data, Personal Security, and Privacy",Palo Alto,US,5,1443233329000,293,,,tech,,0,,
6905,BayArea-Odia-Community,Fremont,US,0,1443249511000,16,,,outdoors/adventure,,0,,
6906,San Francisco Russian Parents Meetup,San Francisco,US,0,1443255842000,14,,,language/ethnic identity,,0,,
6907,Moyo Institute Spiritual Transformation Meetup,Oakland,US,0,1443282032000,39,,,new age/spirituality,,0,,
6908,Bay Zendo,San Francisco,US,5,1443297937000,21,,,games,,0,,
6909,Stepmoms  Steppin' Up!  East Bay Support and Social,Concord,US,0,1443312348000,15,,,socializing,,0,,
6910,Software Engineer Interview Prep Meetup,San Francisco,US,0,1443315280000,212,,,career/business,,0,,
6911,Manga Masterpieces,San Francisco,US,0,1443315828000,57,,,sci-fi/fantasy,,0,,
6912,Oakland Group Fitness Camp Meetup,Oakland,US,0,1443344605000,21,,,fitness,,0,,
6913,Benicia Literary Arts Meetup,Benicia,US,0,1443380004000,23,,,writing,,0,,
6914,"San Francisco Spirits, Food & Wine Tasting by Vom Fass",San Francisco,US,0,1443396593000,71,,,food/drink,,0,,
6915,Redwood City Soccer Meetup,Redwood City,US,5,1443397532000,139,,,sports/recreation,,0,,
6916,East Bay conversational Portuguese classes for beginners!,Oakland,US,4.22,1443398819000,61,,,language/ethnic identity,,0,,
6917,East Bay StreetPass,Martinez,US,5,1443399219000,24,,,games,,0,,
6918,San Francisco Sports and Recreation Meetup,San Francisco,US,0,1443402084000,11,,,sports/recreation,,0,,
6919,From Shaanxi to Hakka Restaurant Appreciation Group,San Francisco,US,5,1443410958000,92,,,food/drink,,0,,
6920,Exotic Deep Learning,San Francisco,US,5,1443418000000,206,,,tech,,0,,
6921,I don't wanna eat meal alone but with somebody 20s:),San Francisco,US,0,1443466728000,118,,,food/drink,,0,,
6922,San Francisco Amateur Food Critics,San Francisco,US,0,1443467995000,62,,,food/drink,,0,,
6923,San Francisco Amateur Music Critics,San Francisco,US,0,1443469641000,18,,,music,,0,,
6924,Asian American Group San Francisco,San Francisco,US,0,1443476821000,55,,,language/ethnic identity,,0,,
6925,Bay Area Survivorship Integrative Support Group,San Francisco,US,0,1443483721000,18,,,support,,0,,
6926,Design Thinking For Your Career,Palo Alto,US,0,1443488680000,108,,,career/business,,0,,
6927,"Head Bangers Radio, classic rock!",Belmont,US,0,1443490072000,34,,,music,,0,,
6928,San Francisco English Bull Terrier Meetup,San Francisco,US,3.5,1443490812000,17,,,pets/animals,,0,,
6929,East Bay or the whole Bay Vintage Trailer Discussion Meetup,Danville,US,0,1443535477000,10,,,cars/motorcycles,,0,,
6930,Bay Area Cruise Enthusiasts,Burlingame,US,0,1443542028000,51,,,outdoors/adventure,,0,,
6931,New moms with infants born in 2015,Oakland,US,5,1443551771000,120,,,parents/family,,0,,
6932,Bay Area Tax Deed Investors,Berkeley,US,4,1443559863000,73,,,community/environment,,0,,
6933,Oakland Fridays,Oakland,US,4.61,1443583468000,137,,,socializing,,0,,
6934,SF Peninsula Babysitters Meetup,San Bruno,US,0,1443586357000,4,,,parents/family,,0,,
6935,East Bay Men's Outdoor Pick-up Basketball,Lafayette,US,0,1443589434000,54,,,sports/recreation,,0,,
6936,Bay Area Sudbury School Founders Group,El Cerrito,US,5,1443592215000,59,,,education/learning,,0,,
6937,NextSpace Berkeley Meetup,Berkeley,US,0,1443630233000,53,,,career/business,,0,,
6938,Crockett Parent Social Club,Crockett,US,5,1443633357000,12,,,parents/family,,0,,
6939,NATS Cloud Native User Group,San Francisco,US,5,1443633738000,68,,,tech,,0,,
6940,"Tantra for Gay / Bi Men - Bay Area, CA",Oakland,US,0,1443648155000,83,,,LGBT,,0,,
6941,ECO-SYSTM,San Francisco,US,0,1443649106000,40,,,career/business,,0,,
6942,Walking with Spirit SF Bay Area,San Francisco,US,0,1443650189000,79,,,new age/spirituality,,0,,
6943,Bay Area Writers and Journalists Social Club,San Francisco,US,5,1443654809000,83,,,writing,,0,,
6944,Oakland & Berkeley Creating Financial Independence,Berkeley,US,0,1443658092000,28,,,career/business,,0,,
6945,Bee Venom Therapy for Lyme Disease and Coinfections,Oakland,US,5,1443675199000,52,,,support,,0,,
6946,San Francisco Assistants Assemble!,San Francisco,US,0,1443713461000,14,,,tech,,0,,
6947,Professional Resource Network SF,San Francisco,US,0,1443716682000,61,,,career/business,,0,,
6948,"Bay Area Construction, Contractors, and Construction Tech",San Francisco,US,0,1443718920000,85,,,hobbies/crafts,,0,,
6949,Frontend Morning Code and Coffee,San Francisco,US,0,1443720478000,130,,,tech,,0,,
6950,"San Mateo week day/eve, and local travel group.",San Mateo,US,0,1443735394000,59,,,socializing,,0,,
6951,Castaways n' Salty Sailors,Emeryville,US,5,1443740082000,82,,,outdoors/adventure,,0,,
6952,East Bay Mobile Hack Night,Oakland,US,5,1443742194000,106,,,tech,,0,,
6953,Northern CA HIMSS,San Francisco,US,5,1443745440000,115,,,career/business,,0,,
6954,La Leche League of Castro Valley,Castro Valley,US,5,1443805496000,25,,,parents/family,,0,,
6955,San Francisco WFH (work from home) Happy Hour,San Francisco,US,5,1443807615000,50,,,career/business,,0,,
6956,Gutsy & Gorgeous in the East Bay Area,Pleasant Hill,US,5,1443809247000,263,,,health/wellbeing,,0,,
6957,Codeando Silicon Valley,San Francisco,US,0,1443813257000,18,,,tech,,0,,
6958,Bay Area Party & Activities Bus!,San Francisco,US,5,1443814741000,93,,,socializing,,0,,
6959,Meet A Unicorn,San Francisco,US,0,1443823759000,50,,,career/business,,0,,
6960,Earth Analytics,San Francisco,US,5,1443828645000,261,,,tech,,0,,
6961,San Francisco Popup Dinner & Art Meetup,San Francisco,US,0,1443830147000,49,,,food/drink,,0,,
6962,Radical Influencers Event,Novato,US,0,1443839050000,3,,,career/business,,0,,
6963,Silicon Valley eDiscovery Meetup,Palo Alto,US,0,1443840309000,6,,,tech,,0,,
6964,Brown in the Bay,San Francisco,US,5,1443846174000,156,,,language/ethnic identity,,0,,
6965,Lifestyle Meetup for Single Women,Walnut Creek,US,0,1443885259000,13,,,alternative lifestyle,,0,,
6966,Blended Families of Nob Hill,San Francisco,US,0,1443892733000,5,,,parents/family,,0,,
6967,Oakland Breast Cancer Survivors - Let's Talk!,Oakland,US,0,1443895605000,2,,,support,,0,,
6968,Lake Merritt Running Group,Oakland,US,5,1443904961000,103,,,fitness,,0,,
6969,"BNI Lands End chapter, weekly meetings",San Francisco,US,0,1443912754000,10,,,career/business,,0,,
6970,Stress Relief is Possible,Benicia,US,0,1443920474000,58,,,health/wellbeing,,0,,
6971,San Francisco Meditation,Daly City,US,0,1443927776000,24,,,health/wellbeing,,0,,
6972,Bay Area Partners and Spouses of Widows and Widowers,San Francisco,US,0,1443936107000,4,,,singles,,0,,
6973,Meet Singles San Francisco,San Francisco,US,4.92,1443936965000,551,,,singles,,0,,
6974,San Francisco Twin and Triplet Parents,San Francisco,US,0,1443996138000,13,,,parents/family,,0,,
6975,"Daytime Activities - Walnut Creek, Pleasant Hill, Concord",Walnut Creek,US,4.88,1443999239000,77,,,socializing,,0,,
6976,European girlfriends in San Francisco,San Francisco,US,0,1444010001000,28,,,socializing,,0,,
6977,East Bay Danger Ladies ⚡,Oakland,US,5,1444020904000,52,,,socializing,,0,,
6978,Creative Ways of Telling Your Life Story at SF Main Library,San Francisco,US,0,1444023984000,23,,,fine arts/culture,,0,,
6979,San Francisco Perfume Lovers,San Francisco,US,4,1444028042000,62,,,fashion/beauty,,0,,
6980,Pacific Mahjong League - Peninsula,San Mateo,US,0,1444061427000,13,,,games,,0,,
6981,Albany Improv Meetup,Albany,US,0,1444065212000,36,,,fine arts/culture,,0,,
6982,Bay Area Ankylosing Spondylitis Meetup,Alameda,US,3,1444066029000,12,,,support,,0,,
6983,"East Bay, Parenting Class for New Parents",Oakland,US,0,1444066255000,43,,,parents/family,,0,,
6984,Kuwgrace - Bay Area Dog Training & Adventures,Castro Valley,US,5,1444073334000,233,,,pets/animals,,0,,
6985,"Strength and Movement, Pilates in Corte Madera",Corte Madera,US,4.83,1444074812000,65,,,fitness,,0,,
6986,Women Leaders of the Bay Area,Berkeley,US,0,1444081716000,36,,,career/business,,0,,
6987,New-to-California Therapists & Counseling Professionals,Menlo Park,US,0,1444085764000,14,,,health/wellbeing,,0,,
6988,Group Tennis Classes in the Bay Area | PlayYourCourt,San Leandro,US,0,1444087362000,95,,,sports/recreation,,0,,
6989,Reform Innovation,Menlo Park,US,0,1444088138000,52,,,career/business,,0,,
6990,BAIA Executives,San Francisco,US,4.75,1444143536000,107,,,career/business,,0,,
6991,"The British Club, Pleasant Hill, CA",Pleasant Hill,US,0,1444149761000,4,,,language/ethnic identity,,0,,
6992,Vallejo Patient's Coalition,Vallejo,US,0,1444155398000,7,,,health/wellbeing,,0,,
6993,daly city mom's group,San Francisco,US,0,1444159156000,11,,,parents/family,,0,,
6994,"Healing the Ancestral Wound | Bay Area, CA",Redwood City,US,5,1444159164000,59,,,new age/spirituality,,0,,
6995,Menlo Park Big Data Meetup,Palo Alto,US,0,1444163329000,6,,,None,,0,,
6996,Speaker Entrepreneur Practice Group,Oakland,US,0,1444165588000,48,,,career/business,,0,,
6997,San Francisco NS1 Meetup,San Francisco,US,4.7,1444165860000,196,,,tech,,0,,
6998,T1D Cooking Group San Francisco,San Francisco,US,0,1444166539000,10,,,support,,0,,
6999,North Bay Friends - Good Times in Marin,Sausalito,US,5,1444169524000,143,,,outdoors/adventure,,0,,
7000,Take Your Artistic Liberties In SF,San Francisco,US,5,1444187464000,35,,,fine arts/culture,,0,,
7001,Berkeley Board Games For Kids,Berkeley,US,0,1444189721000,13,,,games,,0,,
7002,Silicon Valley Daily Fantasy Sports,Palo Alto,US,0,1444195006000,7,,,sports/recreation,,0,,
7003,EdTalks,San Francisco,US,5,1444197779000,181,,,education/learning,,0,,
7004,San Francisco: Start-ups Built on Twitter,San Francisco,US,0,1444215106000,140,,,tech,,0,,
7005,California Writers Club — Marin Branch,Corte Madera,US,5,1444233700000,36,,,writing,,0,,
7006,PACS Network | San Francisco,San Francisco,US,4.84,1444242538000,25,,,career/business,,0,,
7007,Marketing Executives Networking Group: MENGNorCal,San Francisco,US,5,1444248957000,124,,,career/business,,0,,
7008,Novato Trail Joggers,Novato,US,0,1444253342000,16,,,fitness,,0,,
7009,The Healed Woman East Bay Chapter,Oakland,US,0,1444255727000,32,,,health/wellbeing,,0,,
7010,Concord Community Choir,Concord,US,0,1444257894000,34,,,music,,0,,
7011,"EBNoM, The East Bay Nation of Men",Oakland,US,0,1444260276000,19,,,community/environment,,0,,
7012,Bay Area Real Estate Seminars,Palo Alto,US,0,1444266045000,35,,,career/business,,0,,
7013,Alameda Meet the Doulas Free Event for Expecting Parents,Alameda,US,0,1444289518000,11,,,parents/family,,0,,
7014,"Grace Partners: Inclusive, Active, Christian Community--WC+",Walnut Creek,US,0,1444322786000,15,,,religion/beliefs,,0,,
7015,Walnut Creek Elder Law Meetup,Walnut Creek,US,0,1444331741000,3,,,career/business,,0,,
7016,Bhakti Kitchen: Practicing  Kitchen Yoga  !,San Francisco,US,0,1444333104000,37,,,health/wellbeing,,0,,
7017,San Francisco New Moms Group,San Francisco,US,0,1444341217000,1,,,parents/family,,0,,
7018,Marin Hikers and Their Dogs,San Anselmo,US,4.85,1444343890000,113,,,pets/animals,,0,,
7019,ARM mbed IoT Geeks,San Francisco,US,0,1444345611000,39,,,tech,,0,,
7020,Art Therapy Conflict Resolution Meetup in San Rafael,San Rafael,US,0,1444350621000,31,,,education/learning,,0,,
7021,SAN FRANCISCO BAY AREA NAFE,San Francisco,US,0,1444352548000,55,,,career/business,,0,,
7022,Nob/Russian Hill Running Group!,San Francisco,US,0,1444370752000,61,,,fitness,,0,,
7023,Optimal Energy SF,San Francisco,US,5,1444371470000,94,,,health/wellbeing,,0,,
7024,San Francisco Banya Meetup,San Francisco,US,0,1444371772000,34,,,language/ethnic identity,,0,,
7025,Bay Area Cold Fusion (LENR),San Mateo,US,5,1444415774000,51,,,tech,,0,,
7026,San Francisco Adobe Target User Meetup,San Francisco,US,0,1444422101000,4,,,career/business,,0,,
7027,Marin Women's Support In & After Toxic Relationships,Sausalito,US,5,1444428956000,23,,,support,,0,,
7028,California Association of Product Designers,Emeryville,US,0,1444447236000,75,,,tech,,0,,
7029,Bay Area Queer Nurse Buddies,Oakland,US,0,1444490932000,40,,,LGBT,,0,,
7030,"At last, a kick ass group for gay men over 40",San Francisco,US,4.94,1444500953000,195,,,LGBT,,0,,
7031,North Bay Actors Workshop,Mill Valley,US,0,1444508163000,37,,,fine arts/culture,,0,,
7032,Oakland Lesbians of Color Meeting again at SMAAC,Oakland,US,0,1444513284000,45,,,LGBT,,0,,
7033,SF Parkinsons,San Francisco,US,0,1444513515000,3,,,support,,0,,
7034,Toastmasters Clubs in Hayward,Fremont,US,0,1444534808000,44,,,career/business,,0,,
7035,Autism Success in Tech,Berkeley,US,0,1444546225000,41,,,tech,,0,,
7036,VR Art & Design Workshop SF,San Francisco,US,0,1444573604000,112,,,fine arts/culture,,0,,
7037,Sirs in the Kitchen Walnut Creek Cooking Meetup,Walnut Creek,US,5,1444587466000,15,,,food/drink,,0,,
7038,Lunch Soccer,San Francisco,US,0,1444595108000,127,,,sports/recreation,,0,,
7039,55+ Singles Fun Events & Dating,San Francisco,US,4.5,1444599146000,160,,,singles,,0,,
7040,Hypnosis For Weight Loss,San Francisco,US,0,1444601749000,19,,,fitness,,0,,
7041,The SF Blogging & Coffee Meetup,San Francisco,US,0,1444616786000,25,,,tech,,0,,
7042,Domain Name Entrepreneurs,Berkeley,US,0,1444621402000,27,,,tech,,0,,
7043,Love Peace Harmony Group,San Francisco,US,5,1444623161000,39,,,new age/spirituality,,0,,
7044,Higher Ed(Tech) Silicon Valley,San Mateo,US,0,1444627241000,82,,,education/learning,,0,,
7045,San Francisco Awareness Through Movement Meetup,San Francisco,US,5,1444629850000,155,,,health/wellbeing,,0,,
7046,The Part-Time Foodie Tasting Club,Novato,US,0,1444669988000,58,,,food/drink,,0,,
7047,San Francisco Taekwondo for Fitness,San Francisco,US,5,1444685630000,41,,,fitness,,0,,
7048,"Purpose-Driven Business Builders, Bay Area",Oakland,US,0,1444686381000,31,,,health/wellbeing,,0,,
7049,Tea and Crumpets,Corte Madera,US,5,1444689352000,15,,,language/ethnic identity,,0,,
7050,San Mateo Borrow Share Meetup,San Mateo,US,0,1444690539000,12,,,hobbies/crafts,,0,,
7051,San Francisco Parenting Workshop,San Francisco,US,0,1444711217000,39,,,parents/family,,0,,
7052,Bay Area Aikido Club in Alameda,Alameda,US,5,1444711608000,26,,,sports/recreation,,0,,
7053,Marin Fun Happy Jewish People 20-40,Novato,US,0,1444715475000,6,,,religion/beliefs,,0,,
7054,*Near and Far Travel Group*,Oakland,US,4.7,1444721202000,214,,,outdoors/adventure,,0,,
7055,Family Friendly Community Concerts at Epworth UMC,Berkeley,US,0,1444773616000,12,,,parents/family,,0,,
7056,Rincon Park Running Group,San Francisco,US,0,1444776187000,7,,,fitness,,0,,
7057,Downtown Walnut Creek Running Group,Walnut Creek,US,0,1444777642000,34,,,fitness,,0,,
7058,San Francisco 3D Printers (Users) Meetup Group,San Francisco,US,0,1444778015000,61,,,tech,,0,,
7059,Voice App Developers,Mill Valley,US,5,1444779640000,33,,,tech,,0,,
7060,Bay Area Professionals (Dis)Connecting (East Bay),Oakland,US,0,1444780370000,45,,,career/business,,0,,
7061,SF Vanabonds,San Francisco,US,0,1444780594000,46,,,outdoors/adventure,,0,,
7062,Woodside Wild Horses Group,Menlo Park,US,0,1444783929000,48,,,pets/animals,,0,,
7063,Toastmasters Clubs in Fremont and Union City,Union City,US,4.8,1444799676000,73,,,education/learning,,0,,
7064,East Bay Women Start The Business You Love,Berkeley,US,5,1444842549000,51,,,career/business,,0,,
7065,Chinese Real Estate Investing Club San Francisco华人房地产投资者联盟,San Francisco,US,0,1444843703000,60,,,career/business,,0,,
7066,San Francisco Data Visualization,San Francisco,US,0,1444850680000,206,,,tech,,0,,
7067,Digital Cooperativism,San Francisco,US,0,1444850782000,32,,,community/environment,,0,,
7068,Phabricator Meetup,Palo Alto,US,0,1444850990000,42,,,tech,,0,,
7069,SF Games and Scavenger Hunts,San Francisco,US,0,1444860521000,241,,,outdoors/adventure,,0,,
7070,"Daly City, San Bruno, S. San Fran Outdoor Group Fitness",San Bruno,US,0,1444860877000,50,,,fitness,,0,,
7071,High Energy Karaoke with KJ Darnell of Elite Entertainment,San Rafael,US,0,1444881699000,28,,,music,,0,,
7072,SF Bay Area Real Estate Investment Education Meetup,San Francisco,US,0,1444926729000,58,,,career/business,,0,,
7073,MILLENNIUM HALL HOUSE CONCERTS,Berkeley,US,0,1444928352000,50,,,music,,0,,
7074,BoxingYoga™ SF,San Francisco,US,0,1444930062000,50,,,health/wellbeing,,0,,
7075,Berkeley Chess Meetup!,Berkeley,US,5,1444930483000,35,,,games,,0,,
7076,SF Bay Area Data Ingest Meetup,San Francisco,US,5,1444936945000,315,,,tech,,0,,
7077,Advertising Technology Product Group Meetup,Palo Alto,US,0,1444945494000,50,,,career/business,,0,,
7078,Seva SOMA (Noe/Mission) Conscious Business Networking,San Francisco,US,0,1444954495000,41,,,career/business,,0,,
7079,415TECH San Francisco's Tech Business Meetup,San Francisco,US,0,1444958999000,104,,,tech,,0,,
7080,HerbaBuena Social Club – Cannabis Education Event,Fairfax,US,0,1444959256000,28,,,health/wellbeing,,0,,
7081,San Francisco Entertainment - Underground Artist Events,San Francisco,US,0,1444961253000,50,,,music,,0,,
7082,Femme Lesbians Who Surf and Adventure Pacifica,Pacifica,US,0,1444966153000,32,,,LGBT,,0,,
7083,Palo Alto Art Meetup for women,Palo Alto,US,5,1444967758000,84,,,fine arts/culture,,0,,
7084,Bay Area Be Your Own Boss Meetup for Women,Oakland,US,0,1444974866000,120,,,career/business,,0,,
7085,Burlingame Social Dancing Meetup,Burlingame,US,0,1444982501000,50,,,dancing,,0,,
7086,San Leandro Working Moms with toddler between 1-2 years old,San Leandro,US,5,1445008892000,8,,,parents/family,,0,,
7087,Beacons San Francisco!,San Francisco,US,0,1445013797000,34,,,tech,,0,,
7088,Oakland Indoor Rowing Group,Oakland,US,5,1445014250000,53,,,fitness,,0,,
7089,East Bay Women's Fitness Group,Oakland,US,5,1445017510000,90,,,fitness,,0,,
7090,Not just Paris! Oakland French Language Meetup,Oakland,US,4.93,1445018910000,241,,,language/ethnic identity,,0,,
7091,SV Deep Learning,Palo Alto,US,5,1445029593000,438,,,tech,,0,,
7092,420 FITNESS,Oakland,US,0,1445031248000,47,,,fitness,,0,,
7093,New Economy Transition,Redwood City,US,0,1445054147000,18,,,community/environment,,0,,
7094,Harvey Milk LGBTQ International Group,Berkeley,US,0,1445059260000,22,,,LGBT,,0,,
7095,Toastmasters Clubs in San Leandro & Alameda,San Leandro,US,4,1445088836000,57,,,career/business,,0,,
7096,Bay Area friends of MENA / Middle East,Berkeley,US,0,1445114215000,42,,,language/ethnic identity,,0,,
7097,Oakland TMIStorytelling Meetup,Oakland,US,0,1445120210000,67,,,fine arts/culture,,0,,
7098,Bay Area Conscious Feminine Entrepreneurs,Oakland,US,0,1445124891000,47,,,health/wellbeing,,0,,
7099,The Intuition School,Berkeley,US,5,1445180629000,117,,,new age/spirituality,,0,,
7100,Oakland Support and Recovery Meetup for Parents of Addicts,Oakland,US,0,1445184590000,4,,,support,,0,,
7101,"Walnut Creek Make Art, Make Friends Meet Up",Walnut Creek,US,0,1445188669000,187,,,hobbies/crafts,,0,,
7102,Improv for Introverts San Carlos/RWC,San Carlos,US,0,1445190613000,125,,,health/wellbeing,,0,,
7103,Oakland Self Awareness & Creativity Meetup,Oakland,US,0,1445192352000,219,,,fine arts/culture,,0,,
7104,Bay Area Film Producers,Oakland,US,4.25,1445196671000,33,,,movies/film,,0,,
7105,International Socialist Organization of SF,San Francisco,US,5,1445208577000,29,,,movements/politics,,0,,
7106,SF Kabbalah and the entheogenic mushroom,San Francisco,US,0,1445209301000,46,,,new age/spirituality,,0,,
7107,Solano County Toastmasters Meetup,Vallejo,US,0,1445216900000,17,,,career/business,,0,,
7108,Best Dad Forward Fathers Meetup Burlingame/San Mateo,Burlingame,US,0,1445232623000,16,,,parents/family,,0,,
7109,Yoga St. John's,Ross,US,0,1445277816000,36,,,health/wellbeing,,0,,
7110,San Francisco Zbrush Meetup,San Francisco,US,0,1445288204000,24,,,fine arts/culture,,0,,
7111,Bay Area Alluring Women and Dashing Men,Oakland,US,0,1445300137000,112,,,singles,,0,,
7112,Complete Healing for your mind body and spirit with Gina,Pacifica,US,0,1445300184000,45,,,health/wellbeing,,0,,
7113,Krav Maga Revolution - Oakland,Oakland,US,0,1445307689000,32,,,sports/recreation,,0,,
7114,San Francisco Data Science Study Group,San Francisco,US,0,1445315166000,157,,,tech,,0,,
7115,Bay Area Expatriates,San Francisco,US,0,1445318105000,39,,,socializing,,0,,
7116,Black Friday 5K Run,Daly City,US,0,1445318264000,22,,,fitness,,0,,
7117,Tech Talk Thursday,San Francisco,US,0,1445353578000,75,,,tech,,0,,
7118,ThinkThank,San Francisco,US,0,1445359759000,46,,,community/environment,,0,,
7119,Golden Gate Wheelers,San Francisco,US,0,1445362476000,66,,,outdoors/adventure,,0,,
7120,"Emerging Coaches, Healers & Conscious Leaders Bizz StartUp",Oakland,US,0,1445364410000,18,,,health/wellbeing,,0,,
7121,East Bay Dog Walking Group,Walnut Creek,US,0,1445366155000,139,,,pets/animals,,0,,
7122,Burlingame Parenting Tweens and Teens Meetup,Burlingame,US,0,1445366630000,2,,,parents/family,,0,,
7123,Berkeley Authentic Job Seekers Strategy Meetup Group,Berkeley,US,0,1445368266000,29,,,career/business,,0,,
7124,Salut! Parlons français ensemble!,Walnut Creek,US,5,1445372638000,78,,,language/ethnic identity,,0,,
7125,Benicia Moms Playgroup,Benicia,US,0,1445374475000,13,,,parents/family,,0,,
7126,SF HEMA,San Francisco,US,0,1445377536000,39,,,sports/recreation,,0,,
7127,Parenthoods - East Bay,Berkeley,US,0,1445378866000,114,,,parents/family,,0,,
7128,Bay Area Veterans Meetup,San Francisco,US,5,1445382303000,47,,,socializing,,0,,
7129,San Francisco Power BI User Group,San Francisco,US,0,1445387137000,50,,,tech,,0,,
7130,Peninsula Social Chess,San Mateo,US,5,1445400797000,32,,,games,,0,,
7131,Oakland Pickle Ball Meetup at Bushrod Park,Oakland,US,0,1445403667000,50,,,sports/recreation,,0,,
7132,Beauty and the BIZ,Redwood City,US,0,1445406573000,26,,,career/business,,0,,
7133,Daly City Meditation,Daly City,US,0,1445412995000,29,,,health/wellbeing,,0,,
7134,San Francisco Fertility Friends Meetup,San Francisco,US,0,1445440252000,2,,,support,,0,,
7135,Founders/Investors Run,Palo Alto,US,0,1445452130000,39,,,fitness,,0,,
7136,East Bay Basketball,Oakland,US,0,1445458408000,78,,,sports/recreation,,0,,
7137,VALIDATE YOUR IDEAS: Research Market for Entrepreneurs,Palo Alto,US,5,1445458574000,165,,,career/business,,0,,
7138,East Bay Soccer,Oakland,US,0,1445460801000,132,,,sports/recreation,,0,,
7139,Integral Health Transformation,San Francisco,US,5,1445462816000,48,,,health/wellbeing,,0,,
7140,East Bay Volleyball Leagues,Oakland,US,0,1445463196000,118,,,sports/recreation,,0,,
7141,WeWork Bay Area Nightlife,San Francisco,US,0,1445468219000,19,,,socializing,,0,,
7142,Concord Creative Quilters,Concord,US,0,1445475663000,6,,,hobbies/crafts,,0,,
7143,"Ladies, Libations & Literature Book Club",Burlingame,US,5,1445486900000,24,,,book clubs,,0,,
